lead_email,type,channel,duration,timestamp
donia.oueslati24@prospects.tn,email_opened,email,148,2026-03-19T21:00:00Z
donia.oueslati24@prospects.tn,email_opened,email,76,2026-02-06T15:00:00Z
donia.oueslati24@prospects.tn,website_visit,web,499,2026-04-25T14:00:00Z
donia.oueslati24@prospects.tn,website_visit,web,329,2026-02-02T02:00:00Z
zied.guesmi25@prospects.tn,meeting,physical,3566,2026-05-31T00:00:00Z
zied.guesmi25@prospects.tn,meeting,physical,3158,2026-05-21T04:00:00Z
zied.guesmi25@prospects.tn,meeting,physical,1780,2026-05-28T02:00:00Z
zied.guesmi25@prospects.tn,meeting,physical,2661,2026-05-03T02:00:00Z
zied.guesmi25@prospects.tn,form_submit,web,291,2026-05-03T13:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,78,2026-05-04T23:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,125,2026-05-21T04:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,106,2026-05-01T18:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,136,2026-05-19T21:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,122,2026-05-05T13:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,126,2026-05-20T21:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,44,2026-05-25T23:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,100,2026-05-01T09:00:00Z
zied.guesmi25@prospects.tn,email_opened,email,129,2026-05-17T11:00:00Z
zied.guesmi25@prospects.tn,website_visit,web,175,2026-05-04T18:00:00Z
zied.guesmi25@prospects.tn,website_visit,web,355,2026-05-30T06:00:00Z
zied.guesmi25@prospects.tn,website_visit,web,145,2026-05-07T21:00:00Z
rim.mabrouk26@prospects.tn,email_opened,email,175,2026-06-02T00:00:00Z
rim.mabrouk26@prospects.tn,email_opened,email,188,2026-06-02T00:00:00Z
lina.rekik27@prospects.tn,meeting,physical,1781,2026-05-10T00:00:00Z
lina.rekik27@prospects.tn,meeting,physical,2440,2026-04-29T19:00:00Z
lina.rekik27@prospects.tn,form_submit,web,274,2026-02-26T01:00:00Z
lina.rekik27@prospects.tn,email_opened,email,136,2026-03-07T05:00:00Z
lina.rekik27@prospects.tn,email_opened,email,107,2026-05-06T01:00:00Z
lina.rekik27@prospects.tn,website_visit,web,95,2026-02-26T08:00:00Z
lina.rekik27@prospects.tn,website_visit,web,204,2026-04-13T21:00:00Z
lina.rekik27@prospects.tn,website_visit,web,174,2026-04-11T15:00:00Z
lina.rekik27@prospects.tn,website_visit,web,384,2026-05-04T14:00:00Z
lina.rekik27@prospects.tn,website_visit,web,181,2026-04-10T08:00:00Z
nour.daldoul28@prospects.tn,form_submit,web,168,2026-05-23T00:00:00Z
nour.daldoul28@prospects.tn,email_opened,email,55,2026-05-14T17:00:00Z
nour.daldoul28@prospects.tn,email_opened,email,85,2026-05-09T16:00:00Z
nour.daldoul28@prospects.tn,email_opened,email,94,2026-05-19T21:00:00Z
nour.daldoul28@prospects.tn,email_opened,email,103,2026-05-13T02:00:00Z
nour.daldoul28@prospects.tn,email_opened,email,50,2026-05-14T23:00:00Z
nour.daldoul28@prospects.tn,website_visit,web,18,2026-05-03T13:00:00Z
nour.daldoul28@prospects.tn,website_visit,web,269,2026-05-02T14:00:00Z
nour.daldoul28@prospects.tn,website_visit,web,397,2026-05-04T10:00:00Z
nour.daldoul28@prospects.tn,website_visit,web,235,2026-05-20T13:00:00Z
nour.daldoul28@prospects.tn,website_visit,web,104,2026-05-20T12:00:00Z
nour.daldoul28@prospects.tn,website_visit,web,81,2026-05-22T13:00:00Z
wassim.chaabane29@prospects.tn,website_visit,web,55,2026-04-01T00:00:00Z
hela.tlili30@prospects.tn,meeting,physical,1499,2026-05-25T00:00:00Z
hela.tlili30@prospects.tn,meeting,physical,1948,2026-03-13T20:00:00Z
hela.tlili30@prospects.tn,form_submit,web,161,2026-03-12T04:00:00Z
hela.tlili30@prospects.tn,form_submit,web,148,2026-03-28T02:00:00Z
hela.tlili30@prospects.tn,email_opened,email,174,2026-04-01T14:00:00Z
hela.tlili30@prospects.tn,email_opened,email,59,2026-04-21T09:00:00Z
hela.tlili30@prospects.tn,email_opened,email,187,2026-05-12T08:00:00Z
hela.tlili30@prospects.tn,email_opened,email,39,2026-04-16T01:00:00Z
hela.tlili30@prospects.tn,email_opened,email,65,2026-03-17T16:00:00Z
hela.tlili30@prospects.tn,email_opened,email,180,2026-02-09T09:00:00Z
hela.tlili30@prospects.tn,email_opened,email,146,2026-03-31T14:00:00Z
hela.tlili30@prospects.tn,email_opened,email,138,2026-02-04T01:00:00Z
hela.tlili30@prospects.tn,email_opened,email,164,2026-03-19T09:00:00Z
hela.tlili30@prospects.tn,email_opened,email,168,2026-02-09T20:00:00Z
hela.tlili30@prospects.tn,website_visit,web,244,2026-05-21T02:00:00Z
hela.tlili30@prospects.tn,website_visit,web,363,2026-04-19T19:00:00Z
hela.tlili30@prospects.tn,website_visit,web,488,2026-04-05T12:00:00Z
hela.tlili30@prospects.tn,website_visit,web,466,2026-03-31T18:00:00Z
hela.tlili30@prospects.tn,website_visit,web,304,2026-04-11T23:00:00Z
hela.tlili30@prospects.tn,website_visit,web,344,2026-05-25T01:00:00Z
hela.tlili30@prospects.tn,website_visit,web,340,2026-03-29T18:00:00Z
hela.tlili30@prospects.tn,website_visit,web,334,2026-04-24T06:00:00Z
zied.baccouche31@prospects.tn,meeting,physical,3046,2026-05-31T00:00:00Z
zied.baccouche31@prospects.tn,meeting,physical,3041,2026-03-15T17:00:00Z
zied.baccouche31@prospects.tn,meeting,physical,3397,2026-05-28T12:00:00Z
zied.baccouche31@prospects.tn,meeting,physical,1550,2026-04-08T08:00:00Z
zied.baccouche31@prospects.tn,meeting,physical,2390,2026-05-26T19:00:00Z
zied.baccouche31@prospects.tn,email_opened,email,115,2026-03-22T10:00:00Z
zied.baccouche31@prospects.tn,email_opened,email,92,2026-03-13T18:00:00Z
zied.baccouche31@prospects.tn,email_opened,email,119,2026-05-26T04:00:00Z
zied.baccouche31@prospects.tn,email_opened,email,124,2026-04-16T09:00:00Z
zied.baccouche31@prospects.tn,email_opened,email,106,2026-05-25T22:00:00Z
zied.baccouche31@prospects.tn,email_opened,email,193,2026-05-26T12:00:00Z
zied.baccouche31@prospects.tn,email_opened,email,173,2026-03-19T19:00:00Z
zied.baccouche31@prospects.tn,website_visit,web,41,2026-03-13T09:00:00Z
zied.baccouche31@prospects.tn,website_visit,web,419,2026-05-13T12:00:00Z
zied.baccouche31@prospects.tn,website_visit,web,338,2026-05-24T10:00:00Z
zied.baccouche31@prospects.tn,website_visit,web,346,2026-03-19T21:00:00Z
zied.baccouche31@prospects.tn,website_visit,web,186,2026-05-31T23:00:00Z
zied.baccouche31@prospects.tn,website_visit,web,48,2026-05-29T16:00:00Z
zied.baccouche31@prospects.tn,website_visit,web,183,2026-03-14T20:00:00Z
khalil.daldoul32@prospects.tn,meeting,physical,3110,2026-06-04T00:00:00Z
khalil.daldoul32@prospects.tn,form_submit,web,329,2026-04-11T23:00:00Z
khalil.daldoul32@prospects.tn,form_submit,web,79,2026-05-16T01:00:00Z
khalil.daldoul32@prospects.tn,form_submit,web,398,2026-05-12T11:00:00Z
khalil.daldoul32@prospects.tn,email_opened,email,106,2026-04-20T14:00:00Z
khalil.daldoul32@prospects.tn,email_opened,email,178,2026-04-26T23:00:00Z
khalil.daldoul32@prospects.tn,email_opened,email,53,2026-05-17T07:00:00Z
khalil.daldoul32@prospects.tn,email_opened,email,172,2026-05-28T07:00:00Z
khalil.daldoul32@prospects.tn,website_visit,web,207,2026-04-29T15:00:00Z
khalil.daldoul32@prospects.tn,website_visit,web,93,2026-04-14T11:00:00Z
khalil.daldoul32@prospects.tn,website_visit,web,98,2026-06-02T14:00:00Z
khalil.daldoul32@prospects.tn,website_visit,web,107,2026-05-19T09:00:00Z
fares.daldoul33@prospects.tn,meeting,physical,2067,2026-05-22T00:00:00Z
fares.daldoul33@prospects.tn,meeting,physical,1243,2026-03-06T12:00:00Z
fares.daldoul33@prospects.tn,form_submit,web,142,2026-05-03T11:00:00Z
fares.daldoul33@prospects.tn,form_submit,web,199,2026-03-30T12:00:00Z
fares.daldoul33@prospects.tn,form_submit,web,290,2026-03-10T11:00:00Z
fares.daldoul33@prospects.tn,form_submit,web,322,2026-03-28T00:00:00Z
fares.daldoul33@prospects.tn,form_submit,web,135,2026-04-09T03:00:00Z
fares.daldoul33@prospects.tn,email_opened,email,131,2026-05-22T10:00:00Z
fares.daldoul33@prospects.tn,email_opened,email,43,2026-03-18T04:00:00Z
fares.daldoul33@prospects.tn,email_opened,email,76,2026-03-04T09:00:00Z
fares.daldoul33@prospects.tn,email_opened,email,135,2026-04-29T22:00:00Z
fares.daldoul33@prospects.tn,email_opened,email,109,2026-03-17T22:00:00Z
fares.daldoul33@prospects.tn,website_visit,web,491,2026-04-29T14:00:00Z
fares.daldoul33@prospects.tn,website_visit,web,28,2026-05-17T00:00:00Z
fares.daldoul33@prospects.tn,website_visit,web,227,2026-03-10T00:00:00Z
sabri.larbi34@prospects.tn,meeting,physical,1354,2026-05-31T00:00:00Z
sabri.larbi34@prospects.tn,form_submit,web,315,2026-04-20T07:00:00Z
sabri.larbi34@prospects.tn,form_submit,web,365,2026-05-06T05:00:00Z
sabri.larbi34@prospects.tn,form_submit,web,334,2026-02-10T16:00:00Z
sabri.larbi34@prospects.tn,form_submit,web,68,2026-04-22T02:00:00Z
sabri.larbi34@prospects.tn,email_opened,email,181,2026-05-29T16:00:00Z
sabri.larbi34@prospects.tn,email_opened,email,151,2026-01-25T12:00:00Z
sabri.larbi34@prospects.tn,email_opened,email,167,2026-05-20T01:00:00Z
sabri.larbi34@prospects.tn,email_opened,email,81,2026-04-29T11:00:00Z
sabri.larbi34@prospects.tn,website_visit,web,382,2026-03-25T23:00:00Z
sabri.larbi34@prospects.tn,website_visit,web,88,2026-01-24T11:00:00Z
sabri.larbi34@prospects.tn,website_visit,web,164,2026-02-06T11:00:00Z
sabri.larbi34@prospects.tn,website_visit,web,234,2026-03-22T23:00:00Z
sabri.larbi34@prospects.tn,website_visit,web,15,2026-02-15T18:00:00Z
amani.ferchichi35@prospects.tn,form_submit,web,163,2026-03-17T00:00:00Z
amani.ferchichi35@prospects.tn,email_opened,email,31,2026-03-16T10:00:00Z
amani.ferchichi35@prospects.tn,website_visit,web,420,2026-03-17T16:00:00Z
amani.ferchichi35@prospects.tn,website_visit,web,117,2026-03-17T17:00:00Z
rim.oueslati36@prospects.tn,meeting,physical,1665,2026-03-19T00:00:00Z
rim.oueslati36@prospects.tn,email_opened,email,147,2026-03-19T16:00:00Z
rim.oueslati36@prospects.tn,email_opened,email,197,2026-03-19T02:00:00Z
